Timestamp;IFE - 20006 - Q2 - JKM 325 - AC power [W] - P_AC;IFE - 20006 - Q4 - JKM 335 - AC power [W] - P_AC;IFE - 20006 - Q6 - REC 365 - AC power [W] - P_AC;IFE - 20006 - Q5 - SunP 395 - AC power [W] - P_AC;IFE - 20006 - Q3 - JKM 335 - AC power [W] - P_AC;IFE - 20006 - Q1 - JKM 325 - AC power [W] - P_AC;IFE - 20006 - Q7 - Talesun 335 - AC power [W] - P_AC
2023-08-02 00:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 00:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 01:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 02:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 03:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 04:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 05:50:00;0.000;0.000;0.000;0.000;0.230;0.054;0.000
2023-08-02 05:55:00;0.084;0.230;0.000;0.000;0.378;0.362;0.000
2023-08-02 06:00:00;0.522;0.576;0.000;0.000;1.292;1.016;0.000
2023-08-02 06:05:00;1.184;1.128;0.000;0.000;4.688;2.550;0.000
2023-08-02 06:10:00;2.516;2.060;0.084;2.746;7.616;5.664;0.000
2023-08-02 06:15:00;5.888;3.920;0.316;6.540;9.236;7.652;0.000
2023-08-02 06:20:00;9.240;8.330;0.820;10.012;13.874;11.564;0.000
2023-08-02 06:25:00;16.512;15.554;6.222;17.628;21.064;18.702;7.254
2023-08-02 06:30:00;33.886;32.464;19.144;36.492;40.266;37.798;49.208
2023-08-02 06:35:00;46.602;45.236;28.246;51.820;55.022;52.102;65.314
2023-08-02 06:40:00;66.160;68.948;58.182;74.394;80.254;75.950;91.720
2023-08-02 06:45:00;102.770;101.602;81.702;99.620;106.410;102.024;124.004
2023-08-02 06:50:00;120.590;120.108;96.654;117.746;125.068;120.574;148.850
2023-08-02 06:55:00;140.174;139.162;113.152;137.786;145.936;139.778;175.280
2023-08-02 07:00:00;163.938;161.976;131.086;160.310;170.612;163.826;203.610
2023-08-02 07:05:00;189.834;188.318;153.016;185.054;196.842;189.920;232.670
2023-08-02 07:10:00;213.998;213.044;174.264;208.980;221.688;214.068;260.628
2023-08-02 07:15:00;236.478;235.068;195.444;231.282;245.306;236.418;287.650
2023-08-02 07:20:00;257.982;256.072;216.602;253.046;267.758;258.156;313.922
2023-08-02 07:25:00;284.460;282.776;242.618;279.592;295.076;284.394;345.582
2023-08-02 07:30:00;293.460;291.982;250.536;288.600;304.448;293.332;356.090
2023-08-02 07:35:00;295.204;294.460;252.828;291.190;306.054;295.396;358.218
2023-08-02 07:40:00;295.538;294.180;252.812;291.344;305.888;295.420;358.196
2023-08-02 07:45:00;290.508;289.776;249.034;286.908;301.156;290.352;353.032
2023-08-02 07:50:00;296.974;295.912;254.728;293.654;307.754;296.940;359.654
2023-08-02 07:55:00;318.266;317.448;274.862;315.570;330.554;318.620;384.550
2023-08-02 08:00:00;335.444;334.896;290.120;332.390;347.492;335.926;404.274
2023-08-02 08:05:00;347.998;347.124;300.006;344.676;360.502;347.758;419.810
2023-08-02 08:10:00;343.818;342.696;296.938;341.626;356.592;343.820;415.980
2023-08-02 08:15:00;333.924;333.976;289.522;332.658;346.822;334.672;405.390
2023-08-02 08:20:00;352.666;351.976;304.562;350.728;366.048;352.672;427.804
2023-08-02 08:25:00;383.792;383.062;329.610;380.790;398.290;383.182;465.524
2023-08-02 08:30:00;369.860;369.956;319.452;368.444;384.238;370.270;451.398
2023-08-02 08:35:00;376.974;376.380;325.578;374.910;391.166;377.078;461.650
2023-08-02 08:40:00;409.542;410.472;353.558;408.474;426.422;409.936;503.928
2023-08-02 08:45:00;460.770;461.380;397.662;458.620;479.310;461.302;566.350
2023-08-02 08:50:00;512.004;513.342;444.996;508.990;533.724;512.832;627.784
2023-08-02 08:55:00;559.624;561.690;489.700;554.888;584.894;560.054;681.268
2023-08-02 09:00:00;577.056;580.110;504.226;570.336;602.450;577.320;698.196
2023-08-02 09:05:00;523.236;525.046;457.218;519.002;544.850;523.334;635.504
2023-08-02 09:10:00;458.582;459.128;399.806;456.890;476.802;458.724;560.680
2023-08-02 09:15:00;438.470;438.462;381.860;437.554;455.248;438.996;536.506
2023-08-02 09:20:00;466.896;466.940;406.958;465.268;485.000;467.628;568.586
2023-08-02 09:25:00;517.326;517.460;452.264;514.626;537.046;518.210;627.644
2023-08-02 09:30:00;579.778;581.736;507.656;576.524;603.750;581.440;702.810
2023-08-02 09:35:00;607.820;608.760;532.280;602.810;632.186;609.666;735.474
2023-08-02 09:40:00;615.784;616.286;538.344;610.120;639.664;617.190;743.100
2023-08-02 09:45:00;621.544;622.646;543.878;616.922;646.220;623.226;751.072
2023-08-02 09:50:00;643.874;644.378;562.654;638.988;668.490;645.398;777.326
2023-08-02 09:55:00;679.818;680.746;595.398;674.792;706.712;681.212;821.734
2023-08-02 10:00:00;636.840;637.200;558.390;633.220;661.592;637.882;775.756
2023-08-02 10:05:00;651.460;652.076;570.510;646.306;677.002;651.764;791.346
2023-08-02 10:10:00;598.206;599.758;523.518;593.314;622.004;598.752;730.908
2023-08-02 10:15:00;572.904;574.518;502.438;569.432;596.056;573.576;703.788
2023-08-02 10:20:00;614.914;616.078;538.320;609.526;639.972;615.508;753.856
2023-08-02 10:25:00;680.218;680.428;595.136;675.128;706.626;681.496;828.324
2023-08-02 10:30:00;729.484;730.874;638.110;723.180;758.326;731.052;883.514
2023-08-02 10:35:00;767.296;769.786;672.258;761.468;799.118;768.760;930.468
2023-08-02 10:40:00;804.526;807.552;704.512;798.972;837.962;806.026;974.868
2023-08-02 10:45:00;878.606;882.854;769.708;873.044;916.310;880.504;1060.074
2023-08-02 10:50:00;946.178;952.222;828.824;939.190;987.392;947.880;1135.230
2023-08-02 10:55:00;954.164;959.194;834.134;945.898;995.806;955.646;1142.382
2023-08-02 11:00:00;877.666;882.372;770.544;873.490;915.590;880.260;1059.992
2023-08-02 11:05:00;886.104;890.276;779.274;883.990;924.620;889.752;1068.982
2023-08-02 11:10:00;932.182;940.484;817.956;926.364;974.268;933.998;1116.442
2023-08-02 11:15:00;1153.480;1165.646;1012.476;1149.228;1208.360;1157.432;1355.340
2023-08-02 11:20:00;1207.750;1229.176;1063.410;1208.918;1270.650;1208.822;1416.222
2023-08-02 11:25:00;1421.902;1436.742;1257.104;1443.634;1492.210;1427.030;1652.234
2023-08-02 11:30:00;2178.812;2206.060;1928.104;2242.154;2296.172;2202.314;2489.022
2023-08-02 11:35:00;2117.046;2154.676;1863.342;2169.164;2232.006;2126.354;2411.916
2023-08-02 11:40:00;2399.920;2460.302;2116.668;2465.682;2547.964;2408.922;2750.632
2023-08-02 11:45:00;2450.918;2528.472;2179.304;2538.484;2612.738;2451.418;2832.124
2023-08-02 11:50:00;2554.308;2630.646;2287.360;2679.298;2729.578;2570.080;2968.846
2023-08-02 11:55:00;2723.646;2815.900;2461.672;2885.592;2918.106;2740.174;3192.588
2023-08-02 12:00:00;2777.902;2883.592;2506.234;2942.094;2975.610;2785.798;3251.918
2023-08-02 12:05:00;2900.706;3025.664;2628.798;3084.800;3114.960;2904.438;3377.328
2023-08-02 12:10:00;2561.178;2681.700;2299.142;2673.046;2745.292;2546.554;2925.660
2023-08-02 12:15:00;2910.892;3031.734;2640.618;3105.478;3120.026;2923.098;3358.736
2023-08-02 12:20:00;1734.548;1818.270;1535.692;1783.350;1853.656;1739.572;1953.484
2023-08-02 12:25:00;2390.170;2579.440;2380.076;2734.780;2583.100;2341.890;2884.580
2023-08-02 12:30:00;2548.786;2637.148;2296.442;2664.450;2699.426;2551.620;2894.692
2023-08-02 12:35:00;3024.720;3167.552;2758.388;3217.702;3229.038;3020.536;3328.502
2023-08-02 12:40:00;1151.126;1174.076;1012.586;1165.100;1203.802;1142.628;1357.496
2023-08-02 12:45:00;1060.304;1071.896;937.182;1074.714;1108.866;1061.598;1269.576
2023-08-02 12:50:00;1147.564;1156.304;1011.316;1158.874;1197.180;1151.566;1357.470
2023-08-02 12:55:00;1143.868;1154.180;1006.772;1153.838;1196.082;1149.044;1350.576
2023-08-02 13:00:00;1027.696;1034.000;901.400;1033.294;1072.296;1032.404;1211.748
2023-08-02 13:05:00;899.764;903.238;780.210;902.382;937.554;905.022;1061.906
2023-08-02 13:10:00;770.184;772.336;672.164;770.254;801.890;774.228;914.500
2023-08-02 13:15:00;661.026;661.950;576.462;659.994;687.492;663.962;791.878
2023-08-02 13:20:00;609.794;610.058;532.040;608.188;633.940;611.960;738.438
2023-08-02 13:25:00;610.940;611.334;533.902;609.306;634.588;613.278;745.550
2023-08-02 13:30:00;636.452;638.092;556.802;635.174;662.236;638.612;780.034
2023-08-02 13:35:00;676.778;680.028;592.882;675.754;704.326;678.942;824.240
2023-08-02 13:40:00;803.074;807.436;702.868;804.080;836.708;805.984;966.104
2023-08-02 13:45:00;1062.280;1066.230;929.732;1066.114;1106.490;1067.416;1256.900
2023-08-02 13:50:00;1389.294;1401.490;1226.768;1408.992;1452.304;1394.980;1643.440
2023-08-02 13:55:00;2988.706;3022.668;2736.518;3034.682;3066.630;2996.820;3185.024
2023-08-02 14:00:00;2711.228;2792.548;2443.084;2800.248;2834.266;2718.136;2993.506
2023-08-02 14:05:00;3129.596;3261.612;2827.398;3280.788;3298.750;3135.742;3342.096
2023-08-02 14:10:00;1168.068;1188.090;1036.438;1203.922;1226.390;1172.106;1396.970
2023-08-02 14:15:00;1416.042;1448.174;1244.272;1432.430;1496.320;1416.032;1675.416
2023-08-02 14:20:00;886.372;895.214;781.434;896.478;926.218;888.088;1056.100
2023-08-02 14:25:00;853.780;858.706;751.962;863.196;888.860;857.952;1011.788
2023-08-02 14:30:00;1051.336;1072.446;941.736;1066.544;1102.082;1050.478;1274.442
2023-08-02 14:35:00;854.786;872.696;757.484;858.016;897.944;852.850;1026.496
2023-08-02 14:40:00;481.460;484.650;423.128;484.536;501.020;481.944;583.328
2023-08-02 14:45:00;443.824;446.778;389.652;450.450;461.398;443.492;547.558
2023-08-02 14:50:00;475.854;479.372;413.908;479.200;495.272;474.918;583.090
2023-08-02 14:55:00;565.870;569.996;489.398;566.234;588.826;564.512;685.214
2023-08-02 15:00:00;692.748;695.838;597.266;689.442;719.176;692.126;829.312
2023-08-02 15:05:00;870.030;876.280;754.478;866.522;904.148;869.626;1030.232
2023-08-02 15:10:00;952.010;2453.248;2178.722;2470.984;2466.842;;2609.682
2023-08-02 15:15:00;;3274.370;2835.674;3300.398;3339.714;;3379.234
2023-08-02 15:20:00;;2311.588;1993.956;2315.626;2385.410;;2603.786
2023-08-02 15:25:00;;1157.026;992.954;1143.834;1188.096;;1328.352
2023-08-02 15:30:00;;857.184;728.212;846.548;881.490;;997.618
2023-08-02 15:35:00;;712.036;605.394;703.554;733.960;;839.774
2023-08-02 15:40:00;;635.448;538.908;626.498;656.106;;752.192
2023-08-02 15:45:00;;619.468;526.078;610.378;640.200;;737.120
2023-08-02 15:50:00;;584.274;500.240;577.938;605.516;;699.922
2023-08-02 15:55:00;;566.072;486.282;561.194;586.226;;677.892
2023-08-02 16:00:00;;610.112;527.780;604.482;632.230;;726.394
2023-08-02 16:05:00;;560.858;483.394;555.568;581.092;;671.918
2023-08-02 16:10:00;;543.250;468.490;537.470;563.180;;653.948
2023-08-02 16:15:00;;583.118;506.486;574.918;603.892;;696.646
2023-08-02 16:20:00;;630.260;547.902;621.020;651.942;;747.944
2023-08-02 16:25:00;;708.414;616.316;698.590;733.996;;834.704
2023-08-02 16:30:00;;993.584;861.616;975.818;1026.906;;1149.294
2023-08-02 16:35:00;;1378.616;1187.496;1349.324;1429.542;;1573.398
2023-08-02 16:40:00;;1046.040;908.204;1035.752;1078.434;;1193.764
2023-08-02 16:45:00;;2298.826;1991.688;2288.186;2360.816;;2581.752
2023-08-02 16:50:00;;1765.372;1526.238;1755.476;1814.954;;1996.030
2023-08-02 16:55:00;;1580.060;1363.574;1563.422;1620.958;;1789.614
2023-08-02 17:00:00;;1570.054;1355.936;1553.840;1607.332;;1777.672
2023-08-02 17:05:00;;1608.458;1388.588;1590.316;1646.636;;1825.414
2023-08-02 17:10:00;;1702.000;1467.224;1678.532;1740.614;;1935.632
2023-08-02 17:15:00;;1739.542;1506.220;1721.422;1781.414;;1988.004
2023-08-02 17:20:00;;1639.952;1421.268;1619.862;1675.920;;1871.874
2023-08-02 17:25:00;;973.608;838.522;955.818;993.076;;1113.862
2023-08-02 17:30:00;;576.412;492.292;565.338;590.494;;670.846
2023-08-02 17:35:00;;624.074;536.728;613.786;639.208;;728.962
2023-08-02 17:40:00;;1024.860;868.642;983.200;1053.328;;1157.476
2023-08-02 17:45:00;;1221.836;1046.620;1176.736;1255.346;;1404.994
2023-08-02 17:50:00;;772.672;661.390;744.318;786.138;;904.684
2023-08-02 17:55:00;;514.068;441.392;504.410;527.360;;608.766
2023-08-02 18:00:00;;660.472;560.746;634.810;678.288;;764.026
2023-08-02 18:05:00;;609.300;524.030;596.654;628.832;;725.354
2023-08-02 18:10:00;;569.354;489.796;556.458;586.894;;681.700
2023-08-02 18:15:00;;533.806;460.202;524.442;550.858;;642.370
2023-08-02 18:20:00;;450.738;389.682;446.000;465.610;;549.810
2023-08-02 18:25:00;;379.496;327.132;375.992;391.398;;464.868
2023-08-02 18:30:00;;334.098;289.714;332.588;345.292;;411.776
2023-08-02 18:35:00;;330.630;285.898;327.808;341.750;;405.556
2023-08-02 18:40:00;;317.226;272.736;314.770;327.516;;389.182
2023-08-02 18:45:00;;314.044;270.810;311.782;325.044;;387.220
2023-08-02 18:50:00;;321.888;276.578;318.810;332.650;;395.944
2023-08-02 18:55:00;;274.154;233.128;271.984;282.920;;339.208
2023-08-02 19:00:00;;263.522;223.876;262.028;273.022;;326.378
2023-08-02 19:05:00;;271.094;230.902;269.212;279.912;;336.290
2023-08-02 19:10:00;;263.886;223.702;263.048;273.592;;327.488
2023-08-02 19:15:00;;236.122;197.106;234.528;244.278;;295.124
2023-08-02 19:20:00;;200.300;164.584;200.184;209.240;;250.304
2023-08-02 19:25:00;;187.838;153.986;187.952;196.666;;235.680
2023-08-02 19:30:00;;169.890;139.750;170.068;177.352;;215.608
2023-08-02 19:35:00;;156.142;128.468;156.822;163.410;;198.950
2023-08-02 19:40:00;;142.364;116.402;142.096;147.334;;181.058
2023-08-02 19:45:00;;122.986;100.684;121.772;126.812;;158.154
2023-08-02 19:50:00;;104.618;86.268;103.862;109.676;;138.502
2023-08-02 19:55:00;;97.602;80.534;97.354;102.588;;129.358
2023-08-02 20:00:00;;93.312;76.178;93.096;98.558;;122.976
2023-08-02 20:05:00;;88.982;72.406;87.448;94.222;;122.642
2023-08-02 20:10:00;;85.702;69.322;83.806;90.078;;125.260
2023-08-02 20:15:00;;89.728;73.898;88.020;94.692;;132.958
2023-08-02 20:20:00;;97.840;80.588;96.258;102.220;;142.492
2023-08-02 20:25:00;;105.362;87.544;102.626;109.708;;140.526
2023-08-02 20:30:00;;92.072;75.504;91.322;97.216;;117.400
2023-08-02 20:35:00;;96.982;80.498;94.134;102.148;;118.992
2023-08-02 20:40:00;;93.340;77.650;91.794;99.170;;115.926
2023-08-02 20:45:00;;77.540;62.374;77.244;82.914;;98.322
2023-08-02 20:50:00;;57.230;41.362;56.878;60.578;;75.400
2023-08-02 20:55:00;;43.456;27.396;42.582;46.392;;59.422
2023-08-02 21:00:00;;30.972;11.228;28.760;33.072;;44.064
2023-08-02 21:05:00;;13.658;2.652;10.722;16.548;;23.320
2023-08-02 21:10:00;;2.132;0.034;1.350;3.320;;2.988
2023-08-02 21:15:00;;0.698;0.000;0.000;0.942;;0.774
2023-08-02 21:20:00;;0.000;0.000;0.000;0.000;;0.120
2023-08-02 21:25:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:30:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:35:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:40:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:45:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:50:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 21:55:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:00:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:05:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:10:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:15:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:20:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:25:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:30:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:35:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:40:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:45:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:50:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 22:55:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:00:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:05:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:10:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:15:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:20:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:25:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:30:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:35:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:40:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:45:00;;0.000;0.000;0.000;0.000;;0.000
2023-08-02 23:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-02 23:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 00:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 01:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 02:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:35:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:40:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:45:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:50:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 03:55:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:00:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:05:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:10:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:15:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:20:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:25:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
2023-08-03 04:30:00;0.000;0.000;0.000;0.000;0.000;0.000;0.000
